content,score
𝐷𝑢𝑜𝑙𝑖𝑛𝑔𝑜 𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑒𝑟𝑔𝑢𝑛𝑎,5
sangat membantu dalam belajar bahasa inggris,5
very good,5
NICE!!,5
kadang error bug jawaban seharus nya benar malah di salahin udah ku translate jawaban nya benar tapi di salahin udah kek gitu ada sistem hati pula tapi ya mendidik lah ya meskipun kadang ngebug😄,3
belajarnya sangat menyenangkan,5
bagus sekali belajar bahasa disini. mantap top is the best,5
"Ini sangat parah sih, kok malah aplikasi yang seharusnya belajar bahasa, ini ada kalimat atau belajar gay, dan lesbian sih. Aku masih anak-anak, tiba-tiba muncul kalimat itu di pelajarannya. Ini sebenarnya apa sih?!😠",1
sangat bagus .. untuk belajar anak anak....,5
"jelek bgttt udh seminggu ini mau nonton iklan gk bisa Mulu, pdhl sinyal full. kan gunanya nonton iklan biar bisa tambahin nyawa, ini mlh gk bisa samsek 😤😡 jelek bgt duolingo skrg ihhhhh",1
bagusssss,5
bagus untuk belajar,5
seruu bangttt apk nyaa bisa sambil belajar jugaa,5
very good,5
sangat membantu saya dalam belajar bahasa inggris aplikasi ini sangat saya rekomendasikan buat kalian yang masih pemula😆☝🏻,5
semoga bisa membantu kita semua untuk mempelajari bahasa asing. sayangnya untuk bahasa arab belum ada.,5
bisa belajar dari kata yg paling dasar,5
"sering error, tiap mau nambah hati pasti harus latihan dulu padahal hatinya udah habis, banyak iklan, gabisa ngejer exp. tolong di perbaiki.",1
sangat bagus dan peduli terhadap perkembangan saya.. terimakasih,5
Seru banget ...Serasa Belajar sambil bermain...,5
mantap le,5
tdk semua bahasa ad,3
Membantu belajar berbagai bahasa👍🏻,5
mempelajari bahasa tidak pernah semudah ini,5
"sangat keren,, membuat kitaa lancar dan mudah mengetahui kosa kata",5
sangat cocok untuk pemula dan juga seru,5
"sangat bagus untuk belajar bahasa inggris, dan lumayan asik juga untuk belajar bahasa inggris pakai aplikasi ini",5
"bagus, belajar nya juga gampang di pahami, tapi suka ada iklan super Duolingo setiap habis belajar, kadang ga mood kalo udah kayak gitu berkali kali, kalo 1-2 kali sih gapapa, ini setiap selesai belajar, mau ambis xp tp hrs iklan dulu jadi maless",3
bolehlah,4
bagus banget bikin aku lancar b inggris,5
makasih duolingo,5
pokoknya baguss😘😘🤭,5
Jujur pendapatku ya belajar bahasa di duolingo ini seru bgt dan karakter dan suaranya juga beda beda jd ga ngebosenin aku udh cocok bgt sih sama apk ini seru deh belajar di sini,5
aplikasinya bagus mantap tapi sedikit saran kalau bahasanya itu kayak bahasa yang sederhana kaya yang belajar itu udah tahu jadi kayak pengen yang langsung bisa gitu loh tapi semuanya bagus kok Alhamdulillah,5
mantap gw jadi lumayan bisa belajar BHS inggris,5
belajar jadi lebih mudah dan seru,5
sangat keren,5
"membantu banget buat yang mulai belajar bahasa,pelajarannya juga memahami minimal standar level pelajar. ꌚꑛꋫꁹꁕꐟ ꌚꋫꉣꐇ꓅꒓ꋫ",5
aplikasi ini sangat cocok untuk usia berapa pun yg ingin belajar berbagai bahasa dari awal sampai bisa mahir berbahasa. saya sangat mengapresiasi berbagai fitur menarik yg disediakan di aplikasi ini. 1000 bintang pun tidak akan cukup untuk menilai betapa bagusnya aplikasi ini. terima kasih bagi siapapun yg sudah mencetak ide untuk membuat aplikasi ini,5
"so helpfull for practice and improve ur languages skills. well done duo, keep it up!!",5
sukkaaa bangettt sangat amat membantu sihhh,5
kereen💯,5
sangaaaaaaaaat menyenangkan belajar di duolingo sukses selalu yaaa untuk duolingo😍😍😍,5
kakkoii desu,5
"Sangat membantu, membuat bahasa Inggris saya lancar",5
game cocok untuk anak anak belajar,5
😍🥰🥰,5
sangan membantu dalam pelajaran bahasa,5
mudah dipahami.... pokoknya kerennn dehh,5
bisa belajar bahasa inggris d Ngan cepat dan mudah🌟,5
jeleg banget,1
bagus banget aku jadi bisa bahasa Inggris,5
Puas,4
asik menarik mudah di pahami,5
duolingo sangat membantu sekali dalam mempelajari bahasa asing,5
susah kali lama kali buka nya muak aku lama lama,1
Duo lingo aku kembali,5
sangat bermanfaat,5
sangat membantu dalam mengenal tulisan dan perkataan dalam bahasa Inggris,5
bagusss,5
sangat bagus dan bermanfaat,5
duo linggo sangat berguna dengan cara gratis dia bisa mengajarkan kepada kita bahasa inggris secara online,5
mantaapp,5
kok mata nya tigaaa 😭😭😭😭,3
dari awal aku gak tau arti dan cara pembahasan inggris nya sekarang aku jadi ngerti makasih 😁,5
ini melatih ku untuk berbahasa Inggris,4
bagus banget membantu wehhh,5
game ini adalah cocok untuk anda yg ingin latihan bhs inggris,5
terima kasih ini sangat membantu,5
ok banget sangat membantu,5
"maaf sebelumnya saya tidak pernah berlangganan Duolingo, saya merasa dirugikan untuk ini karna saldo saya ketarik sebesar Rp. 500 ribu",2
good,5
i love it,5
sangat jelek 👹👺👹👺,5
"duolingo sangatt baguss dan menyengkann, ga boong 🤍",5
"buang jeleknya, ambil manfaatnya 😅",5
"aplikasi nya bagus banget,bagi yang mau belajar bahasa buruan deh, ada penjelasan nya dan juga level bertahap",5
klo bisa sih aku ksih bintang nya lebih dri 5 yaa uhhh,5
"di recommend bgt,seru ama bagus,trs dpt duolingo super selama 3 hari",5
teman belajar yg asik dan nyantai Mantap👍,5
sangat bagus 👍😎😎😎😎👍,5
Bagus,5
sangat membantu sekali...,5
saya suka duolingo karena pelajaran nya mudah mudah,5
terimakasih sangat membantu sekali,5
👍👍,5
sangat bagus untuk belajar,5
nice apk minduo,5
aplikasi yang bagus buat belajar kenapa? karena metode yang mereka ajarkan sangat seru dan tidak membuat mu bosan,5
sangat bagus untuk di rekomen dasikan 🥄🗿,5
sangat berguna,5
saya suka dengan aplikasi duolingo karena saya bisa belajar bahasa2 baru dengan gratis,5
lambang nya kek dajjal,1
"bagus banget bisa bikin saya tau bahasa bahasa yang saya gak tau... pokok nya bagus banget,kalian wajib coba sih",5
sangat cocok untuk belajar,5
sangat membantu,5
sangat bagus! saya bisa dengan mudah mempelajari bahasa Inggris dengan mudah!,5
Duolingo sangat good,5
bagus dong,5
baguss,5
bagus bgtttt,5
good,4
sangat membantu untuk yg ingin belajar bahasa2 asing mantap duolingoo hijau,5
sangat membantu dalam proses pembelajaran,5
"mantap aplikasinya sangat berguna,tpi tolong developernya ilangin bug yang bahasa inggris disuruh terjemahin dengan bicara di situ saya salah mulu padahal dah bener ngomongnya, tolong diperbaiki developer",5
Bagus Bgt Belajar bhs jadi lebih seru :),5
bagus sekali,5
mantap,5
bagussss bgttt,5
"klo ad waktu luang bisa main ini, sekalian bikin semua orang bisa belajar bahasa bisa juga belajar mtk. Wort It soal nya gmpng banget, bikin ngebantu buat yg belajar bahasa. mksih Duo udah ngajarin kami😁 sekian trimkasih😊😘",5
very good,5
sangat bagus untuk belajar banyak bahasa jepang inggris dll jadi aplikasi ini bagus banget buat belajar,5
sangat mudah belajar disini,5
bagus untuk belajar,5
banyak unsur lgbt,1
"bagus sih, tapi sayang dukung LGBT jadi aku agak bingung kalau mau nyusun kata",3
saya sangat menyukainya,5
I'm happy,4
"kalo bisa ya gratis aja, biar semua orang bisa belajar tanpa takut😞🙏",4
good job,5
"bagus banget😭, ini bisa buat aku berbicara sama orang orang 🤗👌, dan banyak banget bahasa nya yang buat di pelajari sama kita semuaa, aku kasi bintang lima karna apk nya baguss🤗👌👌",5
geme ini bikin sayu bisa bahasa inggris,5
good,5
sangat membantu,5
menakutkan mata ada 3,1
good,5
membantuu sekalii,5
keren,5
bagus buat belajar,5
good,5
memuaskan,5
aku suka banget,5
lucu bgt ada suara Sama gamenya jadi bikin betah kalo belajar 😆😆,5
"ini pelajaran yg Mudah dimengerti ayo cepet buruan kalian bisa belajar bahasa Inggris,jepang,Jerman,Korea,dan China ini aku belajar China jadi bisa",5
aplikasi nya benar benar keren dan sangat membantu dalam belajar bahasa,5
bagus dan interaktif. ini sangat membantu pemula utk menuju advance.,5
menarik dan menantang juga buat belajar,4
mantap,5
gak ada sih bagus sih tapi aku tau ada yang lebih keren hebat😇,4
good aplication,5
bagus banget,5
cara yg tepat untuk mengisi waktu luang. belajar dengan duolingo sgt menyenangkan. ayo tingkatkan kemampuan bahasamu bersama duolingo,5
dulu saya tidak bisa belajar bahasa Inggris tapi karena aplikasi ini saya jadi pintar 😀😀,5
seruh,5
"bagus sih aku jadi cepat belajar bahasa Inggris dan buat ulangan b Inggris boleh sih yg ini aplikasihnya, seminggu langsung bisa",5
"keren!! bisa belajar bahasa lain, agar bisa keliling duniaa",5
ok banget kerennn....,5
"i ❤️ duolingo,help me to learn english fast🥰🔥",5
👑,5
sangat membantu belajar bahasa,5
bagus banget cocok banget buat anak-anak dan orang-orang yang lagi belajar bahasa Inggris,5
sangat bagus,5
aplikasi nya baguss banget sumpah 👍🏻🏆🏆akuu udahh bisaa bahasa inggris 👍🏻👍🏻💋,5
aplikasi ini sangan bagus dan menyenangkan saya sangat sukaa 🙆🏻‍♀️🙆🏻‍♀️,5
Kereeeeennnn,5
baguss,5
keren bangett,5
sangat membantu yang ingin belajar bahasa dan mudah dipahami,5
sangat membantu suka sekali sangat recomended,5
unk pemula yg ingin belajar bahasa asing Duolingo bagus unk memulainya.,5
bisa memberi ajaran secara detail,4
"saya baru memulai lagi untuk belajar bahasa asing, semoga apk ini membantu saya untuk lebih tau bahasa asing, apk nya sangat membantu saya yang baru belajar",5
sangat menarik proses belajarnya,5
sangat bagussssssssss,5
pliss inii gampang semuaaa gak ada yg susahhhhh,5
bagus...,5
memberi saya pengalaman baru dan membuat saya bersemangat belajar hal baru,5
Aplikasi ini sangat bagus saya suka,5
"Suka sekali dengan Duolingo, bisa belajar sambil seru - seruan",5
Sangat amat membantu,5
dolingo sangat bagus untuk anak pelajar🥰,5
perfect,5
"puas,baru dua hari instal,sangat membantu,cara yang mudah dan menyenangkan,seru juga,penambah ilmu dan penghilang kejenuhan,Duolingo👍🏻",5
"Sangat seru!,aplikasi belajar bekedok game tetapi saya masih kasih aplikasi ini hanya 4 bintang untuk sementara saja karena saya ingin aplikasi ini mempunyai sistem duel dengan teman seperti 1 vs 1 siapa yang cepat dia yang menang.Itu saja yang saya inginkan saya harap saya bisa aplikasi ini 5 bintang...TERIMA KASIH!",4
kenapa 3? gak sekalian 5 aja tuh mata burung nya.,1
membantu sekaliiii dann bagussssss,5
"aplikasi nya bagus gak susah susah banget, tapi kayak soalnya itu itu aja yang sering di putar",5
very good app👍,5
seru,5
soalnya sangat menantangg,5
aplikasi yang bagus cocok buat yang pemula untuk belajar bahasa asing,5
Sungguh Duolingo sangat membantu..perfect...👍🏻👍🏻👍🏻🙏🏻,5
mantapp,5
bagus baget walau ada iklan aku pegen hati tak terbatas tapi harus bayar,5
"seru banget, belajar jdi tambah semangat",5
senangg,5
Ótimo obrigado,5
senang belajar bersama duolingo,5
sangatt bagus,5
the best,5
bagus gua jadi pintar b inggris,5
"aplikasi ini sangat bagus membuat saya menjadi pintar,saya tidak bodoh lagi deh 😅😅😅",5
sangat membantu saya dlm mata pelajaran BHS inggris,5
keren,5
aku mudah hafal b ing😆👍,5
ini bagus banget aku jadi bisa semua bahasa,5
min takut download duolingo matanya ada 3 😟😟,4
sangat membatu,5
ini bisa bikin pintar banget loh,5
bagus bangetttttt,5
bagus sekali,5
sangat bagus sekali,5
sangat lah berguna,5
cihuyyy seru banget,5
sangat bermanfaat😊,5
bikin aku pinter BHS inggris buat ke negara lain (: tapi gw agak lag jadi gw kasih 4 bintang,4
"apk ini ngedukung gw banget pas belajar bahasa inggris walau minus nya online tapi gapapa lahh,bangus banget sukaak",5
bosen banget belajar pake ini,1
bagus sekali aplikasi ini,5
senang bisa kursus di duolingo,5
bagus,3
kerennn,5
good,5
seru dan menyenangkan bisa bahasa Inggris tapa les di luar luar dan yang pastinya aku jadi lumayan bisa bahasa Inggris😍🤩🤩🤩🤩🌟🌟🌟🌟🌟✨✨✨✨✨ KALAU MAU JAGO BAHASA LUAR DONLOAD DUOLINGO AJAH🤩🙏🏻🙌🏻,5
memuaskan,5
seruuu,5
aplikasi nya bagus dan banyak memberi saya tentang bahasa inggris,4
bagus,5
bagus buat pemula...mudah menyimaknya ..,4
bagus banget sih kalian harus donwload ini soalnya ilmu pengetahuan nya lebih bertambah dan menjadi tau yang kita tidak tau udah buruan donwload ini ❤❤,5
sangat memudahkan untuk belajar seorang pemula,5
mantaap,5
⭐⭐⭐🌟🌟,5
Good job,5
"terima kasih telah membuat aplikasi duolingo yang super sempurna ini💯💗, saya jadi bisa belajar dengan giat💗🥰",5
bisa buat semangat untuk belajar bahasa,5
😎👍bagus,5
Ga seru,1
"so nice, i love it🫰🏻",5
sangat bagus,5
app ini sangat bagus dan mudah untuk di pahm banyak bahasa kita boleh belajar dekat sini,5
suka banget belajar disini baru 3 hari udah fasih bintang 5 pokoknya😁😁💯🌟,5
"aplikasi nya bagus sangat membantu dan interaktif, masih perlu pembenahan pada latihan pengucapan yang kurang akurat",5
seru sekali belajar disini,5
Use AI🤡,1
"app yg bagus untuk belajar, seneng bgt bisa belajar disini krn mudah paham, tp kecewa jg krn udh menemukan 2 soal yg mengarah pd UNSUR LGBT, masa iya soal cerita ""honeymoon di California"" cewe (Shelly) mau bulan madu tp BUKAN sm suami melainkan sm istri (Anna), pemberian soal cerita kasih yg normal normal aja, namanya istri pasti ada suami (cewe&cowo) bukan cewe bulan madu sm cewe! sebelumnya jg soal cerita cewe pacaran sm cewe. HADUH BAHAYA, TOLONG PERBAIKI soal seperti itu, makasih",3
seruu ey,5
sangat membantu dalam belajar bahasa Inggris dengan mudah dan menyenangkan,5
bagus banget aku jadi tau bahasa negara lain,5
game ini memang bagus karena kita bisa belajar bahasa dan juga bisa bermain,5
wawww,5
"the best app for me to learn english from basic, thx for publishing and developing this app for us that want to learn english. keep it going! 👍👍👍",5
ini adalah aplikasi yang sangat unik karena setiap kita login ke aplikasi duolingo ada beruntun,5
"duolingo membuat aku jadi pintar dalam bahasa inggris , I am very grateful to Duolingo, because it has made me good at English, thank you Duolingo💗",5
keren,5
sangat bagus untuk belajar bahasa manapun dan cepat untuk dipahami,4
"Bagus banget, cocok buat yang mau belajar sendiri. Apalagi sekarang banyak pelatihan yang bayarnya mahal²😅 Saran sih, kalau mau cepet bisa biasain omong. Bisa cari partner atau.. sendiri di kamar dengan berimajinasi sedang ngomong sama orang. (gk semua orang mau jadi partner belajar bahasa:v)",5
baik,5
I like,5
luar biasa,5
"sangat bagus, saran dari pirbadi saya >dipelajaran musik, -tolong agar diberi fitur bisa melihat not musik terlebih dahulu sebelum memulai permainan musik agar pemula bisa bersiap, tidak kagok panik saat memulai musik seperti saya >tolong ditambahkan oelajaran bahasa arab pada penuturan indonesia >tolong tambahkan pelajaran seputar alquran, seperti menghafal, menafsir, menerjemah bahasa alquran terima kasih 🙏🏼",5
bagus betttt cok,5
good,5
gak suka logo aplikasi nya matanya 3,1
bagus good,5
aplikasi nya bagus saya bermain aplikasi ini 4 hari sudah banyak hal yang saya tau dari bahasa Jepang aplikasi yang sangat bagus untuk belajar bahasa lain bagi saya,5
"BAGUS,GOOD DAN NICE",5
bagus sekali jdi happy belajarnya,5
sangat membantu dalam proses pembelajaran bahasa inggris,5
"suka, jadi bisa belajar banyak bahasa, gratis pula (kalau nggak premium)",5
"mantap , 👍",5
aku jadi lancar bahasa inggris mantapp,5
cara belajar yg asyik,5
seru dan menyenangkan,5
"Jika kalian ingin belajar bahasa, aplikasi ini sangat membantu, untuk memperbaiki karir ku, aku ingin belajar bahasa jepang.. dan dalam sehari aku sudah belajar sekitar 20 kata bahasa jepang dan arti nya... semangat buat yang mau belajar!",5
bagus looo tapi aku kasih bintang 4,4
"apknya sangat bagus, baik buat kalian yang pengen belajar bahasa, yuk selengkapnya download aja yaaa",5
"BAGUS, AKU SUKAA, KARENA DUOLINGO NILAI BAHASA INGGRIS KU JADI 96, YAA WALAUPUN DIKIT LAGI 100 TAPI AKU SUKAAA",5
Bgus banget buat belajar bahasa asing suka,5
sangat bagus,5
sangat membantu,5
bagusssss bngettt,5
aku kasih bintang 5 karena cepat terhapal dan sangat mudah!,5
"ini sangat bagus, bisa buat belajar bhs Inggris atau bhs lain nya 🙌🏻🙌🏻🙌🏻",5
why is there LGBT content?,2
"sangat membantu dalam belajar b.inggris, thank's :)",5
keep update the apps,5
keren,5
memudah kan saya untuk belajar Bahasa Inggris terimakasih DUOLINGO,5
sangatlah bagus aplikasi ini,5
sangat membantu meningkatkan skill bahasa inggris ku,5
"sangat membantu, saya jadi lebih mudah belajar bahasa inggris, di sini belajar dengan sangat menyenangkan",5
bagus untuk belajar,5
aku suka duolingo bisa bahasa apa saja tapi harus belajar tapi ada bahasa Jerman India dan lainya tapi aku suka bahasa Inggris haha ayo download Duolingo hehe soal nya seru banget さあ、今すぐDuolingoをダウンロードしましょう。DuolingoはYouTubeかTikTokで配信中です。さあ、今すぐDuolingoをダウンロードしましょう。,5
"sangat bagus untuk melatih saya agar bisa mahir bhs inggris,good job",5
Bagusss bangettt bisa belajar banyak bahasaaa pokoknya seru deh!.....,5
bagus ini untuk belajar,5
baguss aplikasinya,5
pembelajaran yang luar biasa,5
sangat berguna buat gwejh yg mau belajar bahasa asing,5
seru,5
bermanfaat,5
bagus untuk belajar,5
keren bgt aplikasinyaaaaa,5
aplikasi ini sangat bagus,5
duolingo seruuu bgtt!! pangen. terus-terusan belajar sama aplikasi duolingo pelajaran nya gampang lagi🥰🥰🥰 dan kalau selesai.belajarnya tuh pengen cepet cepet besok lagi buat belajarr pokoknya seruu menurut kalian apaa,5
kenapa iconnya ganti sih? serem banget mata 3 kayak dajjal. bagusan yg kemarin looh unyu2. jadi semangat belajar nya. inimah jelek. serem. 😭😭😭😭😭😭😭,1
"Saya sangat senang belajar di duolingo, karena banyak kosakata baru yang tidak pernah saya dengar",5
aplikasi untuk belajar yg sangat rekomendasi bagi yg pemula. di karna kan aplikasi ini sangat lucu dan bermanfaat 🤗,4
saya sangat suka pelajaran nya mudah di mengerti terima kasihh 🤜🤛👍,5
"sering ngebug skor expnya, kadang yg harusnya dapaet 60 exp, malah keitung 30 exp,trus kalo yg 30 exp malah dapet 15 exp, buat apa pengandaan exp tpi klo sering ngebug mah sama aja",2
bagus,5
aplikasi sangat membabtu,3
Gege cuy yang biasanya bahasa inggris Roblox sekarang jadi bahasa inggris premium gw,5
bagus bgt🤩🤩🤩🤩,5
menarik dan menyenangka,5
untuk suaranya tidak bisa di buka untuk yang lainnya berjalan dengan lancar sekian dan terimakasih,4
aplikasi membantu sekali buat pemula semoga sukses selalu aamiin,5
sangat bagus dan bermanfaat,5
sangat bagus untuk belajar,5
aplikasi ini sangat pintar dan membantu sekali,5
harga premium nya kurang ramah di kantong,3
aplikasi duolingo sangat membantu sekali untuk kamu yang masih pemula dalam belajar bahasa asing..mantap🔥🥰,5
"proses nya jelas, perlahan-lahan, bisa lompat tingkat kesulitan, banyak fitur. Asik dah",5
App bagus,5
sangat menyenangkan,5
sangat membantu saya belajar bahasa yang saya sukai,5
sangat membantu untuk belajar bagi pemula,5
great lah pkonya✌️,5
terbaik dan gratis,5
very very good,5
"aplikasi paling bagus yg pernah sy pakai buat belajar bahasa! saya sangat suka! sedikit saran.. jika ada iklan, tolong jangan lama dong..udah itu aja..aplikasi nya gak pernah nge bug, bagus bgt, dan gratis lagi",5
keren,5
good,5
mantap,5
jadi lebih mudah belajar speaking,5
Mantapp,5
"apk cocok banget buat belajar bahasa asing,pokoknya sih ni wor,it buat orang yang kesulitan bahasa asing dijamin asalkan rajin latihan dijamin bahasa apapun pasti BISA!",5
aku dari 2022 sampe sekarang masih belajar dengan doulingo bagus banget👌🏻,5
sangat membantu,5
"suka banget , bikin Makin seru untuk belajar bahasa",5
saya bisa bahasa Inggris,5
Love it !,5
luar biasa,5
belajar seru,5
gambar apk nya serem mata nya kurangi satu .udah bener mata ada dua kayak gimana gitu ngeliat nya asli takut gua🥲,2
menurut ku ini bagus banget dan membantu yaa,5
bagus banget 👍🏻,5
Aplikasi ini sangat berguna🤗,5
bagus untuk belajar,5
masih ada yang kurang dalam menangkap suara kita,4
asyik,5
so good the aplication,5
baik,4
pokoknya bagus,5
bagus baget jadi bisa bahasa ingris walaupun masih dikit 👍👍👍,5
Senang belajar dan bisa Berteman dengan semua Negara😁,5
makin terang2an ya ni mata 3,1
"aplikasi yg menyedihkan, mendukung lgbt, dan desain logo yg cukup kontroversial",1
sangat membantu untuk belajar,5
"sebetulnya bagus, hanya tidak dilengkapi penjelasan pelajarannya, seperti verb dll.",3
"sorry duolingo, but, after i update the app, i relized that the order of lesson was changed. i mean, the word i have never studied suddenly appear in my previous lesson.",3
Bagus,5
jadi bisa bahasa China,5
main duolingo karna reaksi nya ragam. klo gk masuk kelasnya. ntr dia mara🙂🫶,5
bagus belajar untuk pemula,5
"bagus aplikasi nya ada tambahan kursus baru yaitu musik dan mtk, ada api nya juga sekarang api ku masih 14",5
kok logo duolingo jadi mata tiga😱,5
"bagus banget aku bisa bahasa inggris sekarangg,,,",5
berguna,4
membantu,5
"aku jadi pintar bhs. inggris gara"" game ini",5
bagus,2
"saya,,,,,menjadi,,,,pintar,,,,bahasa🙏🏻 Inggris,,,,,karena,,,,,belajar🙏🏻,,,,,di,,,,,aplikasi,,,,,ini,,,,, 🙏🏻🙏🏻",5
kenapa gk ad bahasa Thai,5
"Yeah, thank you Duolingo. Because of you, English was my highest score in my test. The test was fun tho!! Even I didn't learn too much for exam, I get a great score! Thank you😜😜 Btw I'm learning Japanese now!! And Chinese too:3!! I hope i can speak Japanese and Chinese too!! Because of you learning is very fun now!!😜😜",5
bagus banget 👍👍👍👍👍♥️,5
good app,5
membuat kita menjadi pintarr👍,5
bagus eank buat plajar,5
"bagus, cocok buat pemula ataupun tingkat lanjut",5
"bisa belajar bahasa Inggris.,",5
kerenn,5
cool app,5
untuk saat ini bagus,5
"hmm bagus ya aplikasi nya buat belajar bahasa, tapi sedikit saran bisa Tambah kan lebih banyak bahasa Indonesia untuk bahasa lainnya? dan mungkin sedikit tambahan hati? hehe mungkin hanya itu saja.. selebihnya sudah baguss.. I give 5 stars for this application.. Thank you<3",5
apknya sangat amazing,5
ini mah bukan duolinggo lagi tapi trilinggo 😭😭🙏🏻,5
"keren aplikasi yang sangat membantu untuk belajar b inggris dengan cepat yang dimulai dari 0 cara mengajar yang sangat menyenangkan kan dan tidak cepat bosan/membosankan mantep dah karekter nya asik""",5
very good,5
"SERUU, GA NGEBOSENINN",5
sangat membantu saya,5
"seru banget ga monoton, jadi berasa main game tapi nambah ilmu, disini kalian bukan cuma bisa belajar bahasa aja tapi juga matematika dan musik, recomended.",5
"ada beberapa konten 🌈 yng ""membingungkan"" bagi anak-anak",4
aplikasi ini seru bgt cocok untuk anak anak bisa belajar sambil bermain gk merasa bosen pokok nya download sekarang,5
"Hello doulingo thanks for education.But now there are many bugs can you fix them,thanks (≧▽≦) 👍",4
seru juga asyik banget dehhh!!!😖💗,5
"Terima kasih, saya jadi bisa sedikit bahasa luar",5
Alhamdulillah. jazakumullahu Khairan wa barakallahu fiikum.,4
bagus metode belajar dapat mudah di pahami menggunakan nya sangat nyaman hanya kurang suka dengan banyak nya cerita tentang LGBT untuk anak anak ini kurang ramah harus lebih di perhatikan lagi untuk anak anak .,2
aplikasi ini sangat lah bagus,5
Dapat mempermudah belajar bahasa,1
Bugis untuk belajar bahasa asing.dengan mengamati materi dengan cara games,5
sangat berguna untuk anak anak belajar bahasa manapun,5
bermanfaat suka bgtt,5
ini sangat bagus,5
"keren, seruu, asikkkk, mantulll deh pokoknyaa",5
anak ku jadi semangat belajar berbahasa inggris,4
sangat bagus untuk belajar bahasa Inggris,4
bagus aplikasinya cocok untuk anak anak yg ingin belajar bahasa,5
"sebenarnya aplikasi ini keren sih karena bisa buat belajar berbagai bahasa, tapi kok setiap menyelesaikan pelajaran ada iklan, dan kenapa kok gambar aplikasinya bermata tiga karena itu sangat kontra, sama aku pernah mengerjakan soal cerita dan ceritanya tentang perempuan yang suka sesama jenis (lesbian), apakah duolingo sebenarnya......",4
apkny seruuu puoolll bikin ketagihan and semangat belajarr,5
belajar sambil bermain ituu seruu,5
sangat bagus aplikasi ini memudahkan kan kita dalam bahasa China dan dari aplikasi ini kita juga bisa belajar bahasa China dengan baik .,5
"APLIKASI ELJIBITI, TIDAK DI SARANKAN UNTUK DI DOWNLOAD!!!",1
bagus bgt apk ini,5
"sangat membantu untuk orang yang tidak dapat mengikuti les bahasa, aplikasi ini dapat digunakan pada waktu luang, cocok untuk mengisi waktu kosong di sela sela kesibukan.Sangat membantu",5
belajar sambil bermain game sangat seru,5
sangat bgs dan bisa mengajari anak yang tidak pinter bahasa inggris aku suka dengan Duolingo,5
"sangat unik dan sangat bagus uniknya itu seperti dia manusia yang bicara,dan marah itu sangat membuat ku menyukai nya dan pelajaran nya sangat bagus",5
sangat cocok bagi saya,5
apk sangat membantu,5
sangat cocok untuk belajar,5
keren,5
sangat mudah untuk memahami dan belajar dengan cepat menggunakan duolingo😘,5
iiiiiii seneng banget bisa belajar bahasa disini,5
sangat bagus untuk belajar bahasa,3
"kembalikan uang saya Duolingo, saya tidak sengaja memencet premium tolong",1
duolingo ini sangat membantu kita belajar bahasa inggris kita seperti main game saja di sini,5
luar biasa,5
"sangat bagus membuat saya semakin tau banyak kata², jika ada ingin mendownload nya silahkan jangan segan² karena aplikasi ini sangat lah bermanfaat",5
cocok banget buat yang mau belajar bahasa soal nya pemberian materi nya mudah di fahami,5
bagus tapi kadang keseliru gitu sama bahasa nya,5
"baguss, TAPI DIKIT DIKIT IKLAN HEHE",5
game ini seru dan bisa menjawab soal di hari pelajaran inggris makasih duolingo,5
seruuu,5
logo apk mirip dajjal,1
cara belajar nya seru,5
"aplikasi ini sangat bagus bisa mengajari kita berbagai bahasa dari negara lain,pokoknya aplikasi ini sangat/benar benar bagus",5
nice & interest,5
sangat seruuuu👍👍,5
sekarang udah susah dapetin hati pakai iklan.,2
"baguss bangett buat belajar bahasa, agak kesel dikit kalo ada iklan nya hehehe",4
bagus,5
good,5
You're so helpfully.. thank you so much as much as the stars in galaxy ˃ 𖥦 ˂,5
"Aplikasi Duolingo ini asik banget, buat belajar bahasa",5
aplikasinya sangat bagus👍🏻,5
good! bantu banget plsss,5
sangat membantu dalam belajar berbahasa inggris,5
saya senang dengan aplikasi ini karena seru banget,5
ᴀᴘʟɪᴋᴀsɪ ɪɴɪ sᴀɴɢᴀᴛ ʙᴀɢᴜs ᴅᴀɴ sᴇʀᴜ ᴜɴᴛᴜᴋ ʙᴇʟᴀᴊᴀʀ ʙᴇʀʙᴀɢᴀɪ ʙᴀʜᴀsᴀ,5
menyenangkan kan,4
"good voice, dan aku jadi bisa berbahasa Inggris dengan lumayan baik thanks for to the Made this app, have a nice day!! #hug",5
"sukaa overall sudah baguss, minus di banyak iklan aja",5
so far i really enjoy studying on duolingo app. Studying becomes more fun and the lessons easily enter my brain 😁♥️ Thank you Duolingo!,5
aplikasi ini sangat membantu saya dalam belajar bahasa Jepang semoga aplikasi ini bisa berkembang,5
"Duolingo...sangat menyenangkan aku dapat belajar bersama temanku.Aku juga dapat meluangkan waktu untuk bermain aplikasi ini bersama keluargaku.Teman temanku juga banyak yang menyukai duolingo.Selain karakternya yang sangat lucu dan unik,akujuga dapat bermain dan belajar bahasa.-Terima Kasih - !!!!!!!",5
seruuu,5
mohon maaf bang saya kasih bintang satu karna foto app nya seperti muka dajal bermata 3,1
knp tiba tiba susah dapetin hatinya? padahal udh ditunggu seharian,2
bagus,5
bagus bgt,5
doulingo ini sangat bagus buat pembelajaran,5
aplikasi ini bagus banget buat pemula yang baru belajar bahasa Inggris saya suka,5
